"Sequence","Country Code","Geographic Area","Reference Date","Population Subgroup","Subpop Code","Sex","Age","Source ID","Comments","Data Type","Country","Site Name","Author","Year","Title","Publication Information","Virus Type","NO_CASES","NO_DEATHS","PREV_RATE","INC_RATE","Specimen Type","Test Type","SAMPSIZE"
"6","CHN","Pingxiang area","1998-1999","Drug users","I","B","ALL","Y0086","Located in Guangxi Autonomous Region.  Feb. 98 - Jan. 99.","I","China, Mainland","Pingxiang area","Ying, L., G. M. Qing, Y. H. Ruan, et al.",2006,"A Prospective Cohort Study on HIV and Syphilis Seroconversion among Injecting Drug Users","Chinese Journal of Epidemiology, vol. 27, no. 4, p. 293.","HIV","0","-1","-1.00","2.38","BW","UNK","N/A"
"1","CHN","Yining","2004(?)","Spouses of HIV+ individuals","O","B","ALL","L0599","Located in Xinjiang Autonomous Region.","I","China, Mainland","Yining","Li, C. L., J. C. Shi, Q. C. Lu, et al.",2008,"Analysis of the Infection of HIV Positive Cases via Homosexual Behaviors in Nanyang in 2007","Chinese Primary Health Care, vol. 22, no. 9, p. 65.","HIV","0","-1","-1.00","32.49","B","UNK","22"
"9","CHN","Kunming","2009-2011","Homosexuals - circumcised","H","M","ALL","X0129","98.6 person yrs. of observation.  Located in Yunnan Provnce.  Men having sex w/ men (MSM).  June 09 - Mar. 11.","I","China, Mainland","Kunming","Xu, J., M. An, X. Han, et al.",2013,"Prospective Cohort Study of HIV Incidence and Molecular Characteristics of HIV among Men Who Have Sex with Men (MSM) in ...","BMC Infectious Disease, vol. 13, no. 3, pp. 1-10, <http://www.biomedcentral.com/1471-2334/13/3>, accessed on May 27, 2014.","HIV","-1","-1","-1.00","2.03","BW","ELISA*2, WB","N/A"
"9","CHN","Zhijin county (rural)","2000-2001","Drug users","I","B","ALL","X0064","246 person yrs. of observation.  Located in Guizhou Province.  Feb. 00 - Nov. 01.","I","China, Mainland","Zhijin county","Xu, C. L., A. M. Wang, F. Chen, et al.",2005,"A Retrospective Cohort Study on HIV Incidence among Drug Users in Zhijin County of Guizhou Province","Chinese Journal of AIDS and STD, vol. 11, no. 1, pp. 13-15.","HIV","-1","-1","-1.00","11.79","B","UNK","N/A"
"4","CHN","Four cities","2018-2020","MSM & bisexuals","H","M","ALL","W0867","1097.3 person yrs. of observation.  Cities: Beijing, Chongqing, Shenyang, & Shenzhen.  MSM=Men having sex w/ men.  Initiated PrEP.  Follow up at 1, 2, 6, 9, & 12 mos.  Age range 18-65 yrs.  Breakdown by regimen is provided.  11 Dec. 18 - 30 Nov. 20.","I","China, Mainland","Four cities","Wang, H., Z. Wang, X. Huang, et al.",2022,"Association of HIV Preexposure Prophylaxis Use with HIV Incidence among Men Who Have Sex with Men in China a Nonrandomized Controlled Trial","JAMA Network Open, vol. 5, no. 2, e2148782, <https://doi.org/10.1001/jamanetworkopen.2021.48782>, accessed on February 22, 2022.","HIV","7","-1","-1.00","0.64","BS","UNK","120"
"6","CHN","Dehong Prefecture","2009-2011","Partners of HIV+ individuals","O","M","ALL","H0626","226 person yrs. of observation.  Located in Yunnan Province.  June 09 - Mar. 11.","I","China, Mainland","Dehong Prefecture","He, N., S. Duan, Y. Ding, et al.",2013,"Antiretroviral Therapy Reduces HIV Transmission in Discordant Couples in Rural Yunnan, China","PLoS One, vol. 8, issue 11, e77981, <http://www.plosone.org>, accessed on December 6, 2013.","HIV1","5","-1","-1.00","2.20","BW","ELISA, WB","167"
"7","CHN","Eight cities","2012","MSM & bisexuals","H","M","ALL","P0706","Sentinel surveillance.  Cities: Honghu, Huangshi, Jingzhou, Qianjiang, Suizhou, Wuhan, Xiangyang, & Xiaogan.  Located in Hubei Province.  MSM=Men having sex w/ men.  BED-CEIA.","I","China, Mainland","Eight cities","Peng, T., G. Peng, K. Yang, et al.",2015,"Recent HIV Infection among Men Who Have Sex with Men in Hubei: 2010-2013","Chinese Journal of Epidemiology, vol. 36, no. 2, pp. 162-166.","HIV","24","-1","-1.00","1.53","B","ELISA","57"
"9","CHN","Xi'an","2013-2015","MSM & bisexuals","H","M","ALL","W0756","Located in Shaanxi Province.  MSM=Men having sex w/ men.  BED-CEIA.","I","China, Mainland","Xi'an","Wei, X., H. Li, X. Huang, et al.",2016,"Incidence and Influencing Factors of New HIV Infection among MSM in Xi'an City: 2013-2015","Chinese Journal of Public Health, vol. 32, no. 12, pp. 1609-1612.","HIV","71","-1","-1.00","6.08","BW","ELISA","163"
"11","CHN","Beijing","2003","Adults","N","B","ALL","L0458","Sentinel surveillance site: Chaoyang district.  10 tertiary & 4 secondary sentinel hospitals.","I","China, Mainland","Chaoyang district","Li, D. L., Z. Zhang, F. J. Luo",2005,"The Analysis of STI Surveillance Results in Chaoyang District in Beijing, 1993-2003","Chinese Journal of AIDS and STD, vol. 11, no. 1, pp. 45-47.","HIV","0","-1","-1.00","0.00","B","UNK","2,289,947"
"3","CHN","Mianyang","2009-2013","MSM & bisexuals","H","M","21Y25Y","W0651","203.0 person yrs. of observation.  Located in Sichuan Province.  MSM=Men having sex w/ men.  June 09 - Mar. 13.","I","China, Mainland","Mianyang","Wang, Y., L. Li, J. Xu, et al.",2015,"Analysis of the HIV New Infections and Factors of Men Who Have Sex with Men in Mianyang City, Sichuan Province","Chinese Journal of Preventive Medicine, vol. 49, no. 1, pp. 66-70.","HIV","5","-1","-1.00","2.46","BW","UNK","234"
"7","CHN","Zhumadian","2006-2008","Spouses of HIV+ individuals","O","B","ALL","W0567","Incidence rate was approximated from a graph.  Located in Henan Province.  2 yrs. follow-up.  1 Jan. 06 - 31 Dec. 08.","I","China, Mainland","Zhumadian","Wang, L., Z. Ge, J. Luo, et al.",2010,"HIV Transmission Risk among Serodiscordant Couples: A Retrospective Study of Former Plasma Donors in Henan, China","Journal of Acquired Immune Deficiency Syndromes, vol. 55, no. 2, pp. 232-238.","HIV","-1","-1","-1.00","0.60","BW","ELISA, WB","N/A"
"6","CHN","Mainland","2004-2010","IVDU","I","B","ALL","W0525","124169.1 person yrs. of observation.  Methadone maintenance treatment clinics.  Mar. 04 - Dec. 10.","I","China, Mainland","Mainland","Wang, C. H., L. Pang, K. M. Rou, et al.",2012,"New HIV Infections among Drug Users Receiving Methadone Maintenance Treatment in China","Chinese Journal of AIDS and STD, vol. 18, no. 6, pp. 392-395.","HIV","538","-1","-1.00","0.43","B","UNK","N/A"
"5","CHN","Nine cities","2008-2009","Drug users","I","B","ALL","Z0848","Only the incidence rate was given.  2435 person yrs. of observation.  Located in Guangdong Province.  Attending methadone treatment centers.  Age 20+.  Rapid test: Colloidal Gold.","I","China, Mainland","14 sites","Zou, X., L. Ling, L. Zhang",2015,"Trends and Risk Factors for HIV, HCV and Syphilis Seroconversion among Drug Users in a Methadone Maintenance Treatment Programme in China: A 7-Year Retrospective Cohort Study","BMJ Open, vol. 5, issue 8, article no. e008162, <https://doi.org/10.1136/bmjopen-2015-008162>, accessed on May 19, 2019.","HIV","-1","-1","-1.00","0.16","BW","RAPID, ELISA*2, WB","N/A"
"5","CHN","Nanjing","2008-2010","MSM & bisexuals","H","M","ALL","H0541","Located in Jiangsu Province.  MSM=Men having sex w/ men.  Age 18+.","I","China, Mainland","Nanjing","Huan, X., W. Tang, G. R. Babu, et al.",2013,"HIV Risk-Reduction Counseling and Testing on Behavior Change of MSM","PLoS One, vol. 8, issue 7, e69740, pp. 1-9, <http://www.plosone.org>, accessed on August 12, 2013.","HIV","13","-1","-1.00","3.60","BW","RAPID, WB","410"
"4","CHN","Mainland","2004-2010","IVDU & drug users","I","B","<30Y","W0525","41678.4 person yrs. of observation.  Methadone maintenance treatment clinics.  Mar. 04 - Dec. 10.","I","China, Mainland","Mainland","Wang, C. H., L. Pang, K. M. Rou, et al.",2012,"New HIV Infections among Drug Users Receiving Methadone Maintenance Treatment in China","Chinese Journal of AIDS and STD, vol. 18, no. 6, pp. 392-395.","HIV","187","-1","-1.00","0.45","B","UNK","N/A"
"2","CHN","Mainland","2004-2010","IVDU & drug users","I","M","ALL","W0525","139152.1 person yrs. of observation.  Methadone maintenance treatment clinics.  Mar. 04 - Dec. 10.","I","China, Mainland","Mainland","Wang, C. H., L. Pang, K. M. Rou, et al.",2012,"New HIV Infections among Drug Users Receiving Methadone Maintenance Treatment in China","Chinese Journal of AIDS and STD, vol. 18, no. 6, pp. 392-395.","HIV","470","-1","-1.00","0.34","B","UNK","83,870"
"17","CHN","Zhejiang Province","2013","Spouses of HIV+ individuals","O","M","ALL","C1476","Heterosexuals.  1 Jan. - 31 Dec. 13.","I","China, Mainland","Zhejiang Province","Chen, L., X. Pan, J. Yang, et al.",2015,"Incidence Rate of HIV Transmission in HIV Discordant Couples in Zhejiang Province: 2009-2013","Chinese Journal of Epidemiology, vol. 36, no. 8, pp. 857-861.","HIV","-1","-1","-1.00","0.51","BW","UNK","N/A"
"1","CHN","Harbin","2008","MSM","H","M","ALL","Y0247","MSM=Men having sex w/ men.  BED-CEIA.","I","China, Mainland","Harbin","Yan, H., K. Wang, C. Gao, et al.",2013,"Exploration on Estimating New HIV Incidence among Men Who Have Sex with Men with Routine Data","Chinese Journal of AIDS and STD, vol. 19, no. 9, pp. 640-643, 647.","HIV1","5","-1","-1.00","0.50","B","ELISA","16"
"6","CHN","Shenyang","2009-2010","MSM","H","M","ALL","Z0545","108 person yrs. of observation.  Located in Liaoning Province.  MSM=Men having sex w/ men.","I","China, Mainland","Shenyang","Zhang, M., Z. Chu, H. Wang, et al.",2011,"A Rapidly Increasing Incidence on HIV and Syphilis among Men Who Have Sex with Men in a Major City of China","AIDS Research and Human Retroviruses, vol. 27, no. 11, pp. 1139-1140.","HIV","-1","-1","-1.00","10.19","BW","ELISA, WB","N/A"
"9","CHN","Nine cities","2012-2014","Drug users","I","B","ALL","Z0848","Only the incidence rate was given.  255 person yrs. of observation.  Located in Guangdong Province.  Attending methadone treatment centers.  Age 20+.  Rapid test: Colloidal Gold.","I","China, Mainland","14 sites","Zou, X., L. Ling, L. Zhang",2015,"Trends and Risk Factors for HIV, HCV and Syphilis Seroconversion among Drug Users in a Methadone Maintenance Treatment Programme in China: A 7-Year Retrospective Cohort Study","BMJ Open, vol. 5, issue 8, article no. e008162, <https://doi.org/10.1136/bmjopen-2015-008162>, accessed on May 19, 2019.","HIV","-1","-1","-1.00","0.00","BW","RAPID, ELISA*2, WB","N/A"
"4","CHN","Five areas","2011","Spouses of HIV+ individuals","O","B","ALL","Z0639","850.55 person yrs. of observation.  Areas: Mangshi & Ruili cities, & Lianghe, Longchuan, & Yingjiang counties.  Located in Dehong Prefecture, Yunnan Province.","I","China, Mainland","Five areas","Zhang, Y., Y. Cao, Y. Yang, et al.",2016,"Loss to Follow-Up Over the First Five Years and Its Influencing Factors in the Cohort of Sero-Negative Spouses of ...","Chinese Journal of Disease Control and Prevention, vol. 20, no. 12, pp. 1274-1277, 1298.","HIV","3","-1","-1.00","0.35","BW","WB","933"
"8","CHN","Tianjin & Shanghai","2016-2018","MSM & transgender women","X","M","25Y29Y","S1986","456.66 person yrs. of observation.  Included bisexuals.  MSM=Men having sex w/ men.  Jan. 16 - 30 June 18.","I","China, Mainland","Tianjin, Shanghai","Shan, D., Z. Ning, M. Yu, et al.",2022,"HIV Incidence and Risk Factors among Transgender Women and Cisgender Men Who Have Sex with Men in Two Cities of China: A Prospective Cohort Study","Infectious Diseases of Poverty, vol. 11, article no. 26, <https://doi.org/10.1186/s40249-022-00947-3>, accessed on June 3, 2022.","HIV","5","-1","-1.00","1.09","B","RAPID","385"
"4","CHN","Kaiyuan","2006-2013","Sex workers","P","F","16Y25Y","S1586","Located in Yunnan Province.  Mar. 06 - June 13.","I","China, Mainland","Kaiyuan","Su, Y., G. Ding, H. Liu, et al.",2015,"Influencing Factors for Loss to Follow-Up in a Longitudinal Study on HIV Incidence of Female Sex Workers","Chinese Journal of Epidemiology, vol. 36, no. 3, pp. 250-253.","HIV","6","-1","-1.00","1.00","B","ELISA*2, WB","415"
"48","CHN","21 cities/ prefectures","2013","STI out-pts.","S","M","ALL","Y0362","Sentinel surveillance.  Located in Sichuan Province.  Apr. - June 13.  BED-CEIA.","I","China, Mainland","24 sites","Yang, H., L. Su, L. Ye, et al.",2017,"Incidence Rates of HIV-1 Epidemics among 4 High Risk Groups in Sichuan Province during 2011-2015","Chinese Journal of Epidemiology, vol. 38, no. 12, pp. 1649-1654.","HIV1","11","-1","-1.00","0.30","B","ELISA","38"
"7","CHN","Shaanxi Province","2015","STI out-pts.","S","M","ALL","H0701","Sentinel surveillance.  Apr. - July 15.  BED-CEIA.","I","China, Mainland","Seven STD clinics","Hu, T., L. Dong, H. Jia, et al.",2017,"Analysis of HIV/AIDS Sentinel Surveillance among High Risk Groups in Shaanxi Province in 2015","Chinese Journal of AIDS and STD, vol. 23, no. 10, pp. 905-908.","HIV1","-1","-1","-1.00","0.42","BW","ELISA","26"
"14","CHN","Zhejiang Province","2010","Spouses of HIV+ individuals","O","M","ALL","C1476","Heterosexuals.  1 Jan. - 31 Dec. 10.","I","China, Mainland","Zhejiang Province","Chen, L., X. Pan, J. Yang, et al.",2015,"Incidence Rate of HIV Transmission in HIV Discordant Couples in Zhejiang Province: 2009-2013","Chinese Journal of Epidemiology, vol. 36, no. 8, pp. 857-861.","HIV","-1","-1","-1.00","0.21","BW","UNK","N/A"
"4","CHN","Luxi","1992-1995","IVDU","I","B","ALL","Z0047","Located in Yunnan Province.","I","China, Mainland","Luxi","Zheng, X.",1999,"AIDS Epidemic Trends of China and Achievements of Prevention and Control","Chinese Journal of Epidemiology, vol. 20, no. 3, pp. 131-134, <http://chinaepi.icdc.cn>, accessed on July 7, 2016.","HIV","-1","-1","-1.00","0.60","B","UNK","N/A"
"15","CHN","Zhejiang Province","2011","Spouses of HIV+ individuals","O","M","ALL","C1476","Heterosexuals.  1 Jan. - 31 Dec. 11.","I","China, Mainland","Zhejiang Province","Chen, L., X. Pan, J. Yang, et al.",2015,"Incidence Rate of HIV Transmission in HIV Discordant Couples in Zhejiang Province: 2009-2013","Chinese Journal of Epidemiology, vol. 36, no. 8, pp. 857-861.","HIV","-1","-1","-1.00","0.31","BW","UNK","N/A"
"3","CHN","Zhumadian/ rural","2006-2012","Spouses of HIV+ individuals","O","F","ALL","S1682","11904 person yrs. of observation.  Located in Henan Province.  Oct. 06 - Sept. 12.","I","China, Mainland","Zhumadian","Smith, M. K., W. C. Miller, H. Liu, et al.",2017,"Effects of Patient Load and Travel Distance on HIV Transmission in Rural China: Implications for Treatment as Prevention","PLoS One, vol. 12, no. 5, e0177976, <http://www.plosone.org>, accessed on June 6, 2017.","HIV","55","-1","-1.00","0.46","B","ELISA, WB","2,076"
"5","CHN","Three areas","2013-2015","Adults","N","M","50Y59Y","Z0660","72364 person yrs. of observation.  Located in Guangxi Autonomous Region.","I","China, Mainland","Binyang & Luzhai counties, Qintang district","Zhu, Q., H. Chen, X. Wu, et al.",2017,"HIV/AIDS Epidemic and Related Influencing Factors of HIV Infection among the Middle-Aged and Elderly Male Population","Chinese Journal of AIDS and STD, vol. 23, no. 11, pp. 1006-1009.","HIV","-1","-1","-1.00","0.04","B","UNK","N/A"
"14","CHN","14 areas","2002-2003","IVDU","I","B","ALL","Y0232","Areas: 14 cities/counties.  15 sentinel sites.  BED-CEIA.","I","China, Mainland","15 sites","Yang, L., Y. Ma, H. Luo, et al.",2008,"A Dynamic Analysis on Incidence and Trend of HIV-1 Epidemics among Intravenous Drug Users, Attendants at the STD Clinics and ...","Chinese Journal of Epidemiology, vol. 29, no. 12, pp. 1204-1207.","HIV1","160","-1","-1.00","6.21","BW","ELISA","894"
"6","CHN","Kunming","2009-2010","Bisexuals","H","M","ALL","Z0394","Located in Yunnan Province.  Men having sex w/ men (MSM).","I","China, Mainland","Kunming","Zhang, R. Z., W. Y. Zhang, Y. F. Li, et al.",2012,"HIV New Infection Cohort Study among Men Who Have Sex with Men in Kunming City","Chinese Journal of Preventive Medicine, vol. 46, no. 10, pp. 955-957.","HIV","-1","-1","-1.00","7.08","BW","RAPID*2, ELISA, WB","N/A"
"22","CHN","Dehong Prefecture","2012","IVDU","I","B","26Y35Y","Y0293","Only the incidence rate was given.  Located in Yunnan Province.  Recruited from drug rehabilitation centers.","I","China, Mainland","Dehong Prefecture","Yang, Y., Z. Jin, R. Tang, et al.",2016,"A Cohort Study of HIV Incidence among Injection Drug Users in Dehong Prefecture, Yunnan Province","Chinese Journal of Preventive Medicine, vol. 50, no. 11, pp. 966-970.","HIV","-1","-1","-1.00","1.80","BW","WB","N/A"
"3","CHN","Yunnan Province","2008-2011","IVDU","I","M","ALL","C1632","Attending methadone maintenance treatment.  Age range 16-75 yrs.  Oct. 08 - Apr. 11.","I","China, Mainland","13 clinics","Chang, Y. P., L. Duo, A. M. V. Kumar, et al.",2014,"Retention and HIV Seroconversion among Drug Users on Methadone Maintenance Treatment in Yunnan, China","Public Health Action, vol. 4, no. 1, pp. 28-34, <http://dx.doi.org/10.5588/pha.13.0101>, accessed on February 7, 2020.","HIV","9","-1","-1.00","0.54","BW","ELISA, WB","976"
"6","CHN","Three areas","2013-2015","Adults","N","M","60Y69Y","Z0660","54728 person yrs. of observation.  Located in Guangxi Autonomous Region.","I","China, Mainland","Binyang & Luzhai counties, Qintang district","Zhu, Q., H. Chen, X. Wu, et al.",2017,"HIV/AIDS Epidemic and Related Influencing Factors of HIV Infection among the Middle-Aged and Elderly Male Population","Chinese Journal of AIDS and STD, vol. 23, no. 11, pp. 1006-1009.","HIV","-1","-1","-1.00","0.12","B","UNK","N/A"
"2","CHN","Mianyang","2011-2012","MSM & bisexuals","H","M","ALL","W0561","224.9 person yrs. of observation.  Located in Sichuan Province.  MSM=Men having sex w/ men.  Sept. 11 - Mar. 12.","I","China, Mainland","Mianyang","Wang, Y., L. Li, J. Fan, et al.",2014,"Analysis of Occasional Homosexual Acts of MSM and Related Influencing Factors","Chinese Journal of AIDS and STD, vol. 20, no. 1, pp. 33-36.","HIV","13","-1","-1.00","5.78","BW","UNK","339"
"4","CHN","Beijing","1996","Adults","N","B","ALL","L0458","Sentinel surveillance site: Chaoyang district.  10 tertiary & 4 secondary sentinel hospitals.","I","China, Mainland","Chaoyang district","Li, D. L., Z. Zhang, F. J. Luo",2005,"The Analysis of STI Surveillance Results in Chaoyang District in Beijing, 1993-2003","Chinese Journal of AIDS and STD, vol. 11, no. 1, pp. 45-47.","HIV","0","-1","-1.00","0.00","B","UNK","2,074,644"
"7","CHN","Shenyang","2006-2007","Homosexuals","H","M","ALL","X0081","Located in Liaoning Province.  HIV- at baseline.  Some used drugs.  Age range 18-60 yrs.","I","China, Mainland","Shenyang","Xu, J. J., M. Zhang, K. Brown, et al.",2010,"Syphilis and HIV Seroconversion among a 12-Month Prospective Cohort of Men Who Have Sex with Men in Shenyang, China","Sexually Transmitted Diseases, vol. 37, no. 7, pp. 432-439.","HIV1","6","-1","-1.00","5.40","BW","ELISA, WB","122"
"14","CHN","Beijing","2012","MSM","H","M","ALL","C1631","Sentinel surveillance.  MSM=Men having sex w/ men.  Apr. - July 12.  BED-CEIA.","I","China, Mainland","Beijing","Chen, Q., Y. Sun, W. Sun, et al.",2018,"Trends of HIV Incidence and Prevalence among Men Who Have Sex with Men in Beijing, China: Nine Consecutive Cross-Sectional Surveys: 2008-2016","PLoS One, vol. 13, no. 8, e0201953, <https://doi.org/10.1371/journal.pone.0201953>, accessed on August 15, 2018.","HIV1","14","-1","-1.00","4.69","BW","ELISA","38"
